# energy of h2o ( 0.0000 ps of eq)
         time    e_total         e_kin       e_pot  e_nonbond    e_bonded    e_boundary       e_vdw      e_elst      e_bond     e_angle   e_tors        e_oop temperature    pressure
      2.5799      3.524416      1.7325      1.7919      0.0000      1.7919      0.0000      0.0000      0.0000      0.4945      1.2974      0.0000      0.0000   193.74132     0.00000
      2.5999      3.523328      2.8868      0.6366      0.0000      0.6366      0.0000      0.0000      0.0000      0.0172      0.6193      0.0000      0.0000   322.81823     0.00000
      2.6199      3.523810      2.8346      0.6892      0.0000      0.6892      0.0000      0.0000      0.0000      0.6690      0.0202      0.0000      0.0000   316.98669    -0.00000
      2.6399      3.523359      3.1343      0.3891      0.0000      0.3891      0.0000      0.0000      0.0000      0.2578      0.1313      0.0000      0.0000   350.49277    -0.00000
      2.6599      3.523841      2.3158      1.2080      0.0000      1.2080      0.0000      0.0000      0.0000      0.3624      0.8456      0.0000      0.0000   258.97192     0.00000
      2.6799      3.524240      1.8954      1.6288      0.0000      1.6288      0.0000      0.0000      0.0000      0.3615      1.2673      0.0000      0.0000   211.95940     0.00000
      2.6999      3.523425      2.7365      0.7869      0.0000      0.7869      0.0000      0.0000      0.0000      0.0545      0.7324      0.0000      0.0000   306.01206     0.00000
      2.7199      3.523915      2.7347      0.7892      0.0000      0.7892      0.0000      0.0000      0.0000      0.7474      0.0419      0.0000      0.0000   305.80869    -0.00000
      2.7399      3.523122      3.3702      0.1529      0.0000      0.1529      0.0000      0.0000      0.0000      0.0500      0.1029      0.0000      0.0000   376.87888     0.00000
      2.7599      3.524115      2.1407      1.3835      0.0000      1.3835      0.0000      0.0000      0.0000      0.6222      0.7613      0.0000      0.0000   239.38217     0.00000
      2.7799      3.523932      2.1192      1.4047      0.0000      1.4047      0.0000      0.0000      0.0000      0.1686      1.2361      0.0000      0.0000   236.98110     0.00000
      2.7999      3.523718      2.4608      1.0630      0.0000      1.0630      0.0000      0.0000      0.0000      0.2574      0.8055      0.0000      0.0000   275.17765    -0.00000
      2.8199      3.523813      2.7910      0.7328      0.0000      0.7328      0.0000      0.0000      0.0000      0.6445      0.0883      0.0000      0.0000   312.10587    -0.00000
      2.8399      3.523093      3.4229      0.1002      0.0000      0.1002      0.0000      0.0000      0.0000      0.0244      0.0759      0.0000      0.0000   382.76650     0.00000
      2.8599      3.524238      2.1030      1.4212      0.0000      1.4212      0.0000      0.0000      0.0000      0.7492      0.6720      0.0000      0.0000   235.17530     0.00000
      2.8799      3.523679      2.3313      1.1924      0.0000      1.1924      0.0000      0.0000      0.0000      0.0178      1.1746      0.0000      0.0000   260.69667     0.00000
      2.8999      3.524078      2.1085      1.4155      0.0000      1.4155      0.0000      0.0000      0.0000      0.5115      0.9040      0.0000      0.0000   235.79135    -0.00000
      2.9199      3.523551      2.9830      0.5406      0.0000      0.5406      0.0000      0.0000      0.0000      0.4012      0.1394      0.0000      0.0000   333.57407    -0.00000
      2.9399      3.523305      3.2766      0.2468      0.0000      0.2468      0.0000      0.0000      0.0000      0.2013      0.0454      0.0000      0.0000   366.40560     0.00000
      2.9599      3.524118      2.2361      1.2880      0.0000      1.2880      0.0000      0.0000      0.0000      0.6779      0.6102      0.0000      0.0000   250.05207     0.00000
      2.9799      3.523612      2.4083      1.1153      0.0000      1.1153      0.0000      0.0000      0.0000      0.0503      1.0649      0.0000      0.0000   269.31414     0.00000
      2.9999      3.524317      1.8570      1.6674      0.0000      1.6674      0.0000      0.0000      0.0000      0.6751      0.9923      0.0000      0.0000   207.65747    -0.00000
      3.0199      3.523319      3.1552      0.3681      0.0000      0.3681      0.0000      0.0000      0.0000      0.1556      0.2126      0.0000      0.0000   352.83312    -0.00000
