# energy of ch2o ( 0.0000 ps of eq)
         time    e_total         e_kin       e_pot  e_nonbond    e_bonded    e_boundary       e_vdw      e_elst      e_bond     e_angle   e_tors        e_oop temperature    pressure
      0.1529      3.912119      2.8266      1.0855      0.0000      1.0855      0.0000      0.0000      0.0000      0.2612      0.8241      0.0000      0.0002   237.07079    -4.83945
      0.1539      3.912083      2.9619      0.9502      0.0000      0.9502      0.0000      0.0000      0.0000      0.2629      0.6840      0.0000      0.0033   248.41674    -8.84470
      0.1549      3.911946      3.2428      0.6691      0.0000      0.6691      0.0000      0.0000      0.0000      0.1403      0.5189      0.0000      0.0100   271.97422     0.01499
      0.1559      3.911855      3.4713      0.4405      0.0000      0.4405      0.0000      0.0000      0.0000      0.0494      0.3713      0.0000      0.0198   291.14165    16.91877
      0.1569      3.911891      3.5116      0.4003      0.0000      0.4003      0.0000      0.0000      0.0000      0.0897      0.2793      0.0000      0.0313   294.51654    35.34345
      0.1579      3.911985      3.4092      0.5027      0.0000      0.5027      0.0000      0.0000      0.0000      0.1881      0.2719      0.0000      0.0428   285.93343    50.37844
      0.1589      3.912011      3.2939      0.6181      0.0000      0.6181      0.0000      0.0000      0.0000      0.2047      0.3609      0.0000      0.0525   276.25867    59.23815
      0.1599      3.911953      3.2041      0.7079      0.0000      0.7079      0.0000      0.0000      0.0000      0.1193      0.5295      0.0000      0.0591   268.72369    60.14303
      0.1609      3.911916      3.0614      0.8505      0.0000      0.8505      0.0000      0.0000      0.0000      0.0569      0.7317      0.0000      0.0620   256.75789    52.36677
      0.1619      3.911992      2.8213      1.0907      0.0000      1.0907      0.0000      0.0000      0.0000      0.1236      0.9059      0.0000      0.0612   236.61811    37.95185
      0.1629      3.912128      2.5980      1.3141      0.0000      1.3141      0.0000      0.0000      0.0000      0.2635      0.9934      0.0000      0.0572   217.89732    22.54875
      0.1639      3.912182      2.5896      1.3225      0.0000      1.3225      0.0000      0.0000      0.0000      0.3184      0.9535      0.0000      0.0507   217.19288    13.11607
      0.1649      3.912084      2.8729      1.0392      0.0000      1.0392      0.0000      0.0000      0.0000      0.2195      0.7776      0.0000      0.0421   240.95154    13.68405
      0.1659      3.911920      3.3043      0.6076      0.0000      0.6076      0.0000      0.0000      0.0000      0.0725      0.5030      0.0000      0.0321   277.13331    22.86477
      0.1669      3.911829      3.6401      0.2717      0.0000      0.2717      0.0000      0.0000      0.0000      0.0331      0.2171      0.0000      0.0215   305.29854    35.24957
      0.1679      3.911858      3.7391      0.1728      0.0000      0.1728      0.0000      0.0000      0.0000      0.1250      0.0365      0.0000      0.0114   313.59743    45.03977
      0.1689      3.911928      3.6313      0.2806      0.0000      0.2806      0.0000      0.0000      0.0000      0.2218      0.0553      0.0000      0.0035   304.55877    48.57061
      0.1699      3.911961      3.4154      0.4965      0.0000      0.4965      0.0000      0.0000      0.0000      0.2092      0.2873      0.0000      0.0000   286.45325    44.45211
      0.1709      3.911967      3.1446      0.7673      0.0000      0.7673      0.0000      0.0000      0.0000      0.1182      0.6464      0.0000      0.0027   263.73894    32.93892
      0.1719      3.912014      2.8405      1.0715      0.0000      1.0715      0.0000      0.0000      0.0000      0.0709      0.9883      0.0000      0.0123   238.23462    16.25817
      0.1729      3.912109      2.5814      1.3307      0.0000      1.3307      0.0000      0.0000      0.0000      0.1216      1.1817      0.0000      0.0274   216.49860    -0.74063
      0.1739      3.912169      2.5076      1.4045      0.0000      1.4045      0.0000      0.0000      0.0000      0.1983      1.1610      0.0000      0.0452   210.31443   -11.59243
      0.1749      3.912117      2.7047      1.2074      0.0000      1.2074      0.0000      0.0000      0.0000      0.2033      0.9419      0.0000      0.0622   226.84559   -11.23082
      0.1759      3.911980      3.0942      0.8178      0.0000      0.8178      0.0000      0.0000      0.0000      0.1348      0.6078      0.0000      0.0751   259.51143     1.17458
      0.1769      3.911862      3.4705      0.4414      0.0000      0.4414      0.0000      0.0000      0.0000      0.0803      0.2795      0.0000      0.0816   291.07095    21.94663
