# energy of hf ( 0.0000 ps of eq)
         time    e_total         e_kin       e_pot  e_nonbond    e_bonded    e_boundary       e_vdw      e_elst      e_bond     e_angle   e_tors        e_oop temperature    pressure
      0.0185      4.635798      4.5414      0.0944      0.0000      0.0944      0.0000      0.0000      0.0000      0.0944      0.0000      0.0000      0.0000   761.77146     0.00000
      0.0187      4.636243      4.2396      0.3967      0.0000      0.3967      0.0000      0.0000      0.0000      0.3967      0.0000      0.0000      0.0000   711.14233     0.00000
      0.0189      4.636954      3.7579      0.8791      0.0000      0.8791      0.0000      0.0000      0.0000      0.8791      0.0000      0.0000      0.0000   630.34997     0.00000
      0.0191      4.637863      3.1415      1.4964      0.0000      1.4964      0.0000      0.0000      0.0000      1.4964      0.0000      0.0000      0.0000   526.95434     0.00000
      0.0193      4.638886      2.4480      2.1909      0.0000      2.1909      0.0000      0.0000      0.0000      2.1909      0.0000      0.0000      0.0000   410.63050     0.00000
      0.0195      4.639927      1.7424      2.8976      0.0000      2.8976      0.0000      0.0000      0.0000      2.8976      0.0000      0.0000      0.0000   292.26320     0.00000
      0.0197      4.640888      1.0905      3.5503      0.0000      3.5503      0.0000      0.0000      0.0000      3.5503      0.0000      0.0000      0.0000   182.92843     0.00000
      0.0199      4.641681      0.5536      4.0881      0.0000      4.0881      0.0000      0.0000      0.0000      4.0881      0.0000      0.0000      0.0000    92.85697     0.00000
      0.0201      4.642229      0.1817      4.4605      0.0000      4.4605      0.0000      0.0000      0.0000      4.4605      0.0000      0.0000      0.0000    30.47706     0.00000
      0.0203      4.642483      0.0097      4.6328      0.0000      4.6328      0.0000      0.0000      0.0000      4.6328      0.0000      0.0000      0.0000     1.62579     0.00000
      0.0205      4.642418      0.0537      4.5887      0.0000      4.5887      0.0000      0.0000      0.0000      4.5887      0.0000      0.0000      0.0000     9.00286     0.00000
      0.0207      4.642041      0.3095      4.3325      0.0000      4.3325      0.0000      0.0000      0.0000      4.3325      0.0000      0.0000      0.0000    51.91796     0.00000
      0.0209      4.641386      0.7533      3.8881      0.0000      3.8881      0.0000      0.0000      0.0000      3.8881      0.0000      0.0000      0.0000   126.35541     0.00000
      0.0211      4.640515      1.3434      3.2971      0.0000      3.2971      0.0000      0.0000      0.0000      3.2971      0.0000      0.0000      0.0000   225.34988     0.00000
      0.0213      4.639510      2.0248      2.6147      0.0000      2.6147      0.0000      0.0000      0.0000      2.6147      0.0000      0.0000      0.0000   339.63814     0.00000
      0.0215      4.638465      2.7336      1.9049      0.0000      1.9049      0.0000      0.0000      0.0000      1.9049      0.0000      0.0000      0.0000   458.52592     0.00000
      0.0217      4.637477      3.4034      1.2341      0.0000      1.2341      0.0000      0.0000      0.0000      1.2341      0.0000      0.0000      0.0000   570.88853     0.00000
      0.0219      4.636639      3.9717      0.6649      0.0000      0.6649      0.0000      0.0000      0.0000      0.6649      0.0000      0.0000      0.0000   666.21187     0.00000
      0.0221      4.636029      4.3852      0.2508      0.0000      0.2508      0.0000      0.0000      0.0000      0.2508      0.0000      0.0000      0.0000   735.57624     0.00000
      0.0223      4.635704      4.6053      0.0304      0.0000      0.0304      0.0000      0.0000      0.0000      0.0304      0.0000      0.0000      0.0000   772.49102     0.00000
      0.0225      4.635695      4.6113      0.0244      0.0000      0.0244      0.0000      0.0000      0.0000      0.0244      0.0000      0.0000      0.0000   773.50198     0.00000
      0.0227      4.636003      4.4027      0.2333      0.0000      0.2333      0.0000      0.0000      0.0000      0.2333      0.0000      0.0000      0.0000   738.51452    -0.00000
      0.0229      4.636598      3.9991      0.6375      0.0000      0.6375      0.0000      0.0000      0.0000      0.6375      0.0000      0.0000      0.0000   670.80252    -0.00000
      0.0231      4.637426      3.4381      1.1994      0.0000      1.1994      0.0000      0.0000      0.0000      1.1994      0.0000      0.0000      0.0000   576.70200    -0.00000
      0.0233      4.638408      2.7723      1.8661      0.0000      1.8661      0.0000      0.0000      0.0000      1.8661      0.0000      0.0000      0.0000   465.01823    -0.00000
      0.0235      4.639453      2.0639      2.5755      0.0000      2.5755      0.0000      0.0000      0.0000      2.5755      0.0000      0.0000      0.0000   346.20177    -0.00000
      0.0237      4.640462      1.3793      3.2611      0.0000      3.2611      0.0000      0.0000      0.0000      3.2611      0.0000      0.0000      0.0000   231.37065    -0.00000
      0.0239      4.641343      0.7826      3.8588      0.0000      3.8588      0.0000      0.0000      0.0000      3.8588      0.0000      0.0000      0.0000   131.26996    -0.00000
      0.0241      4.642011      0.3295      4.3125      0.0000      4.3125      0.0000      0.0000      0.0000      4.3125      0.0000      0.0000      0.0000    55.26641    -0.00000
      0.0243      4.642405      0.0624      4.5800      0.0000      4.5800      0.0000      0.0000      0.0000      4.5800      0.0000      0.0000      0.0000    10.47188    -0.00000
      0.0245      4.642488      0.0064      4.6361      0.0000      4.6361      0.0000      0.0000      0.0000      4.6361      0.0000      0.0000      0.0000     1.07792    -0.00000
      0.0247      4.642251      0.1667      4.4755      0.0000      4.4755      0.0000      0.0000      0.0000      4.4755      0.0000      0.0000      0.0000    27.96357    -0.00000
      0.0249      4.641718      0.5283      4.1134      0.0000      4.1134      0.0000      0.0000      0.0000      4.1134      0.0000      0.0000      0.0000    88.61305    -0.00000
