# energy [kcal/mol] of h2o
#  conf       e_pot  e_nonbond   e_bonded  e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
   1140  3.21372e+00  0.000e+00  3.214e+00  0.000e+00  0.000e+00  0.000e+00  2.102e+00  1.112e+00  0.000e+00  0.000e+00
   1155  6.07357e-01  0.000e+00  6.074e-01  0.000e+00  0.000e+00  0.000e+00  5.141e-01  9.327e-02  0.000e+00  0.000e+00
   1170  2.75437e-01  0.000e+00  2.754e-01  0.000e+00  0.000e+00  0.000e+00  2.446e-01  3.079e-02  0.000e+00  0.000e+00
   1185  2.28183e-01  0.000e+00  2.282e-01  0.000e+00  0.000e+00  0.000e+00  1.008e-01  1.274e-01  0.000e+00  0.000e+00
   1200  1.13146e-01  0.000e+00  1.131e-01  0.000e+00  0.000e+00  0.000e+00  1.130e-01  1.054e-04  0.000e+00  0.000e+00
   1215  3.46393e-01  0.000e+00  3.464e-01  0.000e+00  0.000e+00  0.000e+00  3.353e-01  1.108e-02  0.000e+00  0.000e+00
   1230  2.46350e+00  0.000e+00  2.463e+00  0.000e+00  0.000e+00  0.000e+00  1.912e+00  5.514e-01  0.000e+00  0.000e+00
   1245  3.41391e-01  0.000e+00  3.414e-01  0.000e+00  0.000e+00  0.000e+00  1.874e-01  1.540e-01  0.000e+00  0.000e+00
   1260  4.03317e-01  0.000e+00  4.033e-01  0.000e+00  0.000e+00  0.000e+00  2.729e-01  1.304e-01  0.000e+00  0.000e+00
   1275  1.67474e+00  0.000e+00  1.675e+00  0.000e+00  0.000e+00  0.000e+00  1.672e+00  3.026e-03  0.000e+00  0.000e+00
   1290  1.38561e+00  0.000e+00  1.386e+00  0.000e+00  0.000e+00  0.000e+00  1.346e+00  3.914e-02  0.000e+00  0.000e+00
   1305  8.82335e-01  0.000e+00  8.823e-01  0.000e+00  0.000e+00  0.000e+00  5.167e-01  3.657e-01  0.000e+00  0.000e+00
   1320  3.45036e-01  0.000e+00  3.450e-01  0.000e+00  0.000e+00  0.000e+00  1.617e-01  1.833e-01  0.000e+00  0.000e+00
   1335  1.49883e+00  0.000e+00  1.499e+00  0.000e+00  0.000e+00  0.000e+00  1.429e+00  6.990e-02  0.000e+00  0.000e+00
   1350  8.12043e-01  0.000e+00  8.120e-01  0.000e+00  0.000e+00  0.000e+00  8.056e-01  6.481e-03  0.000e+00  0.000e+00
   1365  7.54550e-01  0.000e+00  7.545e-01  0.000e+00  0.000e+00  0.000e+00  7.413e-01  1.325e-02  0.000e+00  0.000e+00
   1380  2.02966e+00  0.000e+00  2.030e+00  0.000e+00  0.000e+00  0.000e+00  8.426e-01  1.187e+00  0.000e+00  0.000e+00
   1395  2.94897e-01  0.000e+00  2.949e-01  0.000e+00  0.000e+00  0.000e+00  8.138e-02  2.135e-01  0.000e+00  0.000e+00
