#
# INPUTFILE /home/tmpchem/coding/compchem/input/mc/benzene_2.mc
#
# -- INPUT DATA --
#
# MOLFILE /home/tmpchem/coding/compchem/geom/xyzq/benzene_2.xyzq
# ENERGYOUT /home/tmpchem/coding/compchem/data/mc/benzene_2.dat
# GEOMOUT /home/tmpchem/coding/compchem/data/mc/benzene_2.xyz
# RANDOMSEED 558222221
# TEMPERATURE 15.000000 K
# BOUNDARY 21.750000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSTIME 2.000000 s
# ENERGYCONF 25
# GEOMCONF 100
# TOTALCONF 20000
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol] vs. configuration
#  conf        e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
   8375  2.01745e+00  1.314e+00  7.037e-01  0.000e+00 -6.345e-01  1.948e+00  2.450e-01  2.535e-01  1.894e-01  1.576e-02
   8400  2.14132e+00  1.311e+00  8.304e-01  0.000e+00 -6.366e-01  1.948e+00  5.385e-01  1.585e-01  1.233e-01  1.005e-02
   8425  2.30967e+00  1.317e+00  9.927e-01  0.000e+00 -6.376e-01  1.955e+00  5.552e-01  2.863e-01  1.402e-01  1.098e-02
   8450  2.36279e+00  1.313e+00  1.050e+00  0.000e+00 -6.377e-01  1.950e+00  4.226e-01  2.598e-01  3.384e-01  2.941e-02
   8475  2.23224e+00  1.308e+00  9.246e-01  0.000e+00 -6.362e-01  1.944e+00  4.143e-01  2.528e-01  2.379e-01  1.954e-02
   8500  2.24978e+00  1.310e+00  9.398e-01  0.000e+00 -6.374e-01  1.947e+00  5.802e-01  1.832e-01  1.626e-01  1.386e-02
   8525  2.00799e+00  1.310e+00  6.983e-01  0.000e+00 -6.380e-01  1.948e+00  3.938e-01  1.893e-01  1.068e-01  8.394e-03
   8550  1.93166e+00  1.312e+00  6.201e-01  0.000e+00 -6.378e-01  1.949e+00  2.255e-01  2.395e-01  1.449e-01  1.020e-02
   8575  2.30425e+00  1.310e+00  9.947e-01  0.000e+00 -6.381e-01  1.948e+00  4.978e-01  2.889e-01  1.943e-01  1.377e-02
   8600  2.13692e+00  1.310e+00  8.267e-01  0.000e+00 -6.397e-01  1.950e+00  4.511e-01  2.460e-01  1.226e-01  7.064e-03
   8625  2.24435e+00  1.312e+00  9.327e-01  0.000e+00 -6.402e-01  1.952e+00  5.302e-01  3.086e-01  9.028e-02  3.712e-03
   8650  2.35849e+00  1.311e+00  1.047e+00  0.000e+00 -6.394e-01  1.951e+00  5.325e-01  3.641e-01  1.414e-01  9.235e-03
   8675  2.21616e+00  1.307e+00  9.091e-01  0.000e+00 -6.400e-01  1.947e+00  3.822e-01  3.722e-01  1.456e-01  9.054e-03
   8700  1.98931e+00  1.306e+00  6.832e-01  0.000e+00 -6.401e-01  1.946e+00  2.647e-01  2.669e-01  1.423e-01  9.373e-03
   8725  2.20700e+00  1.310e+00  8.970e-01  0.000e+00 -6.397e-01  1.950e+00  3.322e-01  3.267e-01  2.194e-01  1.868e-02
   8750  2.26946e+00  1.308e+00  9.611e-01  0.000e+00 -6.397e-01  1.948e+00  3.171e-01  3.877e-01  2.379e-01  1.826e-02
   8775  2.22652e+00  1.312e+00  9.143e-01  0.000e+00 -6.385e-01  1.951e+00  4.421e-01  2.939e-01  1.679e-01  1.043e-02
   8800  2.29823e+00  1.311e+00  9.872e-01  0.000e+00 -6.370e-01  1.948e+00  3.922e-01  3.566e-01  2.236e-01  1.486e-02
   8825  2.36948e+00  1.310e+00  1.060e+00  0.000e+00 -6.391e-01  1.949e+00  4.634e-01  3.931e-01  1.904e-01  1.289e-02
   8850  2.50445e+00  1.306e+00  1.198e+00  0.000e+00 -6.405e-01  1.947e+00  4.201e-01  4.149e-01  3.344e-01  2.879e-02
   8875  2.26284e+00  1.306e+00  9.573e-01  0.000e+00 -6.385e-01  1.944e+00  4.349e-01  2.312e-01  2.681e-01  2.309e-02
   8900  2.30624e+00  1.302e+00  1.004e+00  0.000e+00 -6.374e-01  1.940e+00  6.299e-01  1.941e-01  1.672e-01  1.255e-02
   8925  2.15694e+00  1.305e+00  8.516e-01  0.000e+00 -6.393e-01  1.945e+00  4.250e-01  1.468e-01  2.594e-01  2.042e-02
   8950  2.01267e+00  1.305e+00  7.078e-01  0.000e+00 -6.389e-01  1.944e+00  3.522e-01  1.057e-01  2.324e-01  1.744e-02
   8975  1.95700e+00  1.306e+00  6.511e-01  0.000e+00 -6.389e-01  1.945e+00  3.148e-01  1.514e-01  1.730e-01  1.185e-02
   9000  2.11507e+00  1.308e+00  8.073e-01  0.000e+00 -6.398e-01  1.948e+00  2.603e-01  2.558e-01  2.689e-01  2.228e-02
   9025  2.19316e+00  1.309e+00  8.844e-01  0.000e+00 -6.401e-01  1.949e+00  3.702e-01  2.226e-01  2.710e-01  2.053e-02
   9050  2.09922e+00  1.307e+00  7.919e-01  0.000e+00 -6.393e-01  1.947e+00  3.808e-01  1.725e-01  2.223e-01  1.628e-02
   9075  2.22031e+00  1.302e+00  9.183e-01  0.000e+00 -6.393e-01  1.941e+00  5.013e-01  2.006e-01  2.027e-01  1.364e-02
   9100  2.23377e+00  1.298e+00  9.355e-01  0.000e+00 -6.387e-01  1.937e+00  5.084e-01  2.027e-01  2.105e-01  1.388e-02
   9125  1.98724e+00  1.302e+00  6.853e-01  0.000e+00 -6.394e-01  1.941e+00  3.623e-01  1.583e-01  1.552e-01  9.431e-03
   9150  2.05915e+00  1.302e+00  7.573e-01  0.000e+00 -6.392e-01  1.941e+00  4.632e-01  1.258e-01  1.604e-01  7.862e-03
   9175  1.98751e+00  1.304e+00  6.839e-01  0.000e+00 -6.391e-01  1.943e+00  3.664e-01  1.642e-01  1.457e-01  7.643e-03
   9200  2.09907e+00  1.303e+00  7.959e-01  0.000e+00 -6.416e-01  1.945e+00  3.410e-01  2.695e-01  1.745e-01  1.091e-02
   9225  2.09288e+00  1.301e+00  7.915e-01  0.000e+00 -6.406e-01  1.942e+00  3.370e-01  2.136e-01  2.237e-01  1.720e-02
   9250  2.20876e+00  1.307e+00  9.014e-01  0.000e+00 -6.402e-01  1.948e+00  3.575e-01  2.534e-01  2.731e-01  1.732e-02
   9275  2.20399e+00  1.310e+00  8.939e-01  0.000e+00 -6.382e-01  1.948e+00  2.445e-01  2.486e-01  3.729e-01  2.795e-02
   9300  2.40521e+00  1.311e+00  1.094e+00  0.000e+00 -6.394e-01  1.950e+00  5.341e-01  2.281e-01  3.099e-01  2.217e-02
   9325  2.40605e+00  1.310e+00  1.096e+00  0.000e+00 -6.399e-01  1.950e+00  5.491e-01  2.167e-01  3.059e-01  2.443e-02
   9350  2.28462e+00  1.309e+00  9.759e-01  0.000e+00 -6.394e-01  1.948e+00  4.539e-01  1.869e-01  3.103e-01  2.492e-02
   9375  2.09956e+00  1.306e+00  7.937e-01  0.000e+00 -6.409e-01  1.947e+00  2.669e-01  1.440e-01  3.516e-01  3.123e-02
   9400  2.06115e+00  1.302e+00  7.590e-01  0.000e+00 -6.414e-01  1.943e+00  2.488e-01  1.497e-01  3.306e-01  2.998e-02
   9425  2.02207e+00  1.305e+00  7.175e-01  0.000e+00 -6.408e-01  1.945e+00  2.686e-01  1.383e-01  2.868e-01  2.379e-02
   9450  2.24446e+00  1.303e+00  9.410e-01  0.000e+00 -6.398e-01  1.943e+00  4.549e-01  1.855e-01  2.812e-01  1.938e-02
   9475  2.13513e+00  1.307e+00  8.277e-01  0.000e+00 -6.404e-01  1.948e+00  3.600e-01  2.176e-01  2.358e-01  1.430e-02
   9500  2.13400e+00  1.305e+00  8.285e-01  0.000e+00 -6.401e-01  1.946e+00  2.626e-01  2.473e-01  2.965e-01  2.212e-02
   9525  2.18342e+00  1.308e+00  8.759e-01  0.000e+00 -6.401e-01  1.948e+00  2.959e-01  2.768e-01  2.844e-01  1.887e-02
   9550  2.16745e+00  1.307e+00  8.600e-01  0.000e+00 -6.389e-01  1.946e+00  3.359e-01  2.360e-01  2.706e-01  1.750e-02
   9575  2.10864e+00  1.308e+00  8.007e-01  0.000e+00 -6.387e-01  1.947e+00  2.842e-01  2.387e-01  2.582e-01  1.960e-02
   9600  2.17314e+00  1.301e+00  8.720e-01  0.000e+00 -6.379e-01  1.939e+00  4.339e-01  1.901e-01  2.320e-01  1.601e-02
   9625  2.35638e+00  1.304e+00  1.052e+00  0.000e+00 -6.366e-01  1.941e+00  3.884e-01  3.775e-01  2.653e-01  2.099e-02
   9650  2.15172e+00  1.313e+00  8.382e-01  0.000e+00 -6.368e-01  1.950e+00  2.970e-01  3.104e-01  2.153e-01  1.554e-02
   9675  2.12954e+00  1.312e+00  8.179e-01  0.000e+00 -6.386e-01  1.950e+00  2.679e-01  3.271e-01  2.091e-01  1.381e-02
   9700  2.19157e+00  1.312e+00  8.793e-01  0.000e+00 -6.368e-01  1.949e+00  3.485e-01  3.407e-01  1.785e-01  1.161e-02
   9725  2.38843e+00  1.312e+00  1.077e+00  0.000e+00 -6.364e-01  1.948e+00  4.828e-01  3.972e-01  1.845e-01  1.221e-02
   9750  2.24293e+00  1.311e+00  9.324e-01  0.000e+00 -6.369e-01  1.947e+00  3.235e-01  4.112e-01  1.841e-01  1.354e-02
   9775  2.12848e+00  1.310e+00  8.189e-01  0.000e+00 -6.370e-01  1.947e+00  3.085e-01  3.440e-01  1.554e-01  1.105e-02
   9800  2.31597e+00  1.306e+00  1.010e+00  0.000e+00 -6.357e-01  1.941e+00  4.069e-01  4.335e-01  1.578e-01  1.212e-02
   9825  2.27341e+00  1.306e+00  9.671e-01  0.000e+00 -6.365e-01  1.943e+00  3.546e-01  4.250e-01  1.760e-01  1.156e-02
   9850  2.21380e+00  1.307e+00  9.070e-01  0.000e+00 -6.380e-01  1.945e+00  4.618e-01  2.457e-01  1.886e-01  1.093e-02
   9875  2.17481e+00  1.310e+00  8.652e-01  0.000e+00 -6.379e-01  1.948e+00  3.733e-01  2.587e-01  2.184e-01  1.479e-02
   9900  2.12859e+00  1.310e+00  8.189e-01  0.000e+00 -6.398e-01  1.950e+00  2.264e-01  3.649e-01  2.133e-01  1.437e-02
   9925  2.10640e+00  1.312e+00  7.948e-01  0.000e+00 -6.396e-01  1.951e+00  3.241e-01  2.869e-01  1.724e-01  1.136e-02
   9950  2.09819e+00  1.309e+00  7.893e-01  0.000e+00 -6.402e-01  1.949e+00  2.406e-01  3.732e-01  1.634e-01  1.203e-02
   9975  1.97279e+00  1.305e+00  6.677e-01  0.000e+00 -6.409e-01  1.946e+00  2.452e-01  2.238e-01  1.864e-01  1.244e-02
  10000  2.05612e+00  1.304e+00  7.517e-01  0.000e+00 -6.409e-01  1.945e+00  2.855e-01  2.903e-01  1.662e-01  9.737e-03
  10025  2.01019e+00  1.307e+00  7.034e-01  0.000e+00 -6.412e-01  1.948e+00  1.349e-01  2.561e-01  2.893e-01  2.304e-02
  10050  2.14758e+00  1.303e+00  8.446e-01  0.000e+00 -6.416e-01  1.945e+00  2.995e-01  2.453e-01  2.796e-01  2.018e-02
  10075  1.91618e+00  1.305e+00  6.111e-01  0.000e+00 -6.410e-01  1.946e+00  2.245e-01  1.468e-01  2.251e-01  1.466e-02
  10100  2.08039e+00  1.308e+00  7.723e-01  0.000e+00 -6.396e-01  1.948e+00  3.650e-01  1.470e-01  2.474e-01  1.287e-02
  10125  2.01587e+00  1.307e+00  7.092e-01  0.000e+00 -6.422e-01  1.949e+00  2.771e-01  2.106e-01  2.112e-01  1.028e-02
  10150  2.10158e+00  1.305e+00  7.961e-01  0.000e+00 -6.424e-01  1.948e+00  2.860e-01  2.871e-01  2.121e-01  1.097e-02
  10175  2.14474e+00  1.307e+00  8.377e-01  0.000e+00 -6.417e-01  1.949e+00  2.363e-01  3.796e-01  2.110e-01  1.071e-02
  10200  2.12686e+00  1.309e+00  8.181e-01  0.000e+00 -6.413e-01  1.950e+00  2.561e-01  3.008e-01  2.498e-01  1.131e-02
  10225  2.06366e+00  1.309e+00  7.543e-01  0.000e+00 -6.394e-01  1.949e+00  2.305e-01  2.936e-01  2.242e-01  5.934e-03
  10250  2.20192e+00  1.304e+00  8.982e-01  0.000e+00 -6.412e-01  1.945e+00  3.795e-01  2.137e-01  2.911e-01  1.393e-02
  10275  2.41279e+00  1.306e+00  1.107e+00  0.000e+00 -6.405e-01  1.946e+00  4.866e-01  2.961e-01  3.083e-01  1.610e-02
  10300  2.33654e+00  1.307e+00  1.029e+00  0.000e+00 -6.400e-01  1.947e+00  3.516e-01  3.423e-01  3.190e-01  1.649e-02
  10325  2.40784e+00  1.306e+00  1.102e+00  0.000e+00 -6.400e-01  1.946e+00  4.559e-01  2.113e-01  4.107e-01  2.392e-02
  10350  2.34413e+00  1.301e+00  1.043e+00  0.000e+00 -6.418e-01  1.943e+00  3.798e-01  2.843e-01  3.616e-01  1.761e-02
  10375  2.37073e+00  1.300e+00  1.071e+00  0.000e+00 -6.431e-01  1.943e+00  3.443e-01  2.716e-01  4.316e-01  2.358e-02
  10400  2.29292e+00  1.299e+00  9.938e-01  0.000e+00 -6.427e-01  1.942e+00  3.721e-01  2.137e-01  3.884e-01  1.958e-02
  10425  2.11446e+00  1.301e+00  8.133e-01  0.000e+00 -6.428e-01  1.944e+00  2.973e-01  2.274e-01  2.799e-01  8.636e-03
  10450  2.19121e+00  1.298e+00  8.933e-01  0.000e+00 -6.437e-01  1.942e+00  3.010e-01  3.381e-01  2.466e-01  7.544e-03
  10475  2.19873e+00  1.295e+00  9.038e-01  0.000e+00 -6.441e-01  1.939e+00  2.471e-01  3.343e-01  3.120e-01  1.041e-02
  10500  2.26671e+00  1.292e+00  9.744e-01  0.000e+00 -6.449e-01  1.937e+00  4.303e-01  2.190e-01  3.138e-01  1.129e-02
  10525  2.16845e+00  1.293e+00  8.758e-01  0.000e+00 -6.457e-01  1.938e+00  2.844e-01  2.753e-01  3.036e-01  1.249e-02
  10550  1.96973e+00  1.295e+00  6.742e-01  0.000e+00 -6.456e-01  1.941e+00  2.027e-01  2.267e-01  2.389e-01  5.917e-03
  10575  1.94172e+00  1.300e+00  6.414e-01  0.000e+00 -6.438e-01  1.944e+00  2.222e-01  1.584e-01  2.506e-01  1.026e-02
  10600  1.97315e+00  1.296e+00  6.776e-01  0.000e+00 -6.445e-01  1.940e+00  1.828e-01  2.691e-01  2.174e-01  8.349e-03
  10625  2.06958e+00  1.300e+00  7.693e-01  0.000e+00 -6.436e-01  1.944e+00  1.671e-01  3.294e-01  2.617e-01  1.110e-02
  10650  2.14569e+00  1.297e+00  8.482e-01  0.000e+00 -6.442e-01  1.942e+00  2.937e-01  2.758e-01  2.626e-01  1.614e-02
  10675  1.98915e+00  1.299e+00  6.902e-01  0.000e+00 -6.435e-01  1.942e+00  2.391e-01  2.348e-01  2.032e-01  1.307e-02
  10700  1.99242e+00  1.299e+00  6.933e-01  0.000e+00 -6.449e-01  1.944e+00  2.705e-01  2.656e-01  1.518e-01  5.415e-03
  10725  1.95978e+00  1.300e+00  6.594e-01  0.000e+00 -6.445e-01  1.945e+00  2.654e-01  2.274e-01  1.605e-01  6.110e-03
  10750  1.98607e+00  1.304e+00  6.816e-01  0.000e+00 -6.449e-01  1.949e+00  2.982e-01  2.297e-01  1.489e-01  4.826e-03
  10775  2.13737e+00  1.301e+00  8.365e-01  0.000e+00 -6.453e-01  1.946e+00  3.684e-01  2.487e-01  2.081e-01  1.130e-02
  10800  2.35474e+00  1.301e+00  1.054e+00  0.000e+00 -6.440e-01  1.945e+00  5.908e-01  1.885e-01  2.572e-01  1.744e-02
  10825  2.26253e+00  1.301e+00  9.613e-01  0.000e+00 -6.431e-01  1.944e+00  4.597e-01  2.603e-01  2.281e-01  1.330e-02
  10850  2.18894e+00  1.297e+00  8.918e-01  0.000e+00 -6.431e-01  1.940e+00  3.732e-01  2.941e-01  2.153e-01  9.161e-03
  10875  2.40210e+00  1.299e+00  1.103e+00  0.000e+00 -6.426e-01  1.942e+00  4.867e-01  3.231e-01  2.781e-01  1.517e-02
  10900  2.34974e+00  1.298e+00  1.051e+00  0.000e+00 -6.422e-01  1.941e+00  5.519e-01  3.134e-01  1.763e-01  9.699e-03
  10925  2.26002e+00  1.301e+00  9.595e-01  0.000e+00 -6.414e-01  1.942e+00  4.029e-01  3.527e-01  1.960e-01  7.931e-03
  10950  2.17935e+00  1.300e+00  8.798e-01  0.000e+00 -6.407e-01  1.940e+00  3.994e-01  3.341e-01  1.415e-01  4.837e-03
  10975  2.17384e+00  1.302e+00  8.715e-01  0.000e+00 -6.397e-01  1.942e+00  4.986e-01  2.402e-01  1.288e-01  3.827e-03
  11000  2.18913e+00  1.304e+00  8.847e-01  0.000e+00 -6.390e-01  1.943e+00  3.381e-01  3.857e-01  1.514e-01  9.400e-03
  11025  2.21924e+00  1.308e+00  9.111e-01  0.000e+00 -6.388e-01  1.947e+00  3.198e-01  4.541e-01  1.294e-01  7.825e-03
  11050  2.17464e+00  1.301e+00  8.741e-01  0.000e+00 -6.369e-01  1.937e+00  3.042e-01  4.026e-01  1.583e-01  8.978e-03
  11075  2.17174e+00  1.304e+00  8.680e-01  0.000e+00 -6.377e-01  1.941e+00  3.520e-01  3.006e-01  2.040e-01  1.148e-02
  11100  2.17363e+00  1.303e+00  8.704e-01  0.000e+00 -6.393e-01  1.942e+00  4.547e-01  2.644e-01  1.438e-01  7.524e-03
  11125  2.10427e+00  1.305e+00  7.994e-01  0.000e+00 -6.392e-01  1.944e+00  4.684e-01  1.714e-01  1.505e-01  9.091e-03
  11150  2.04385e+00  1.304e+00  7.400e-01  0.000e+00 -6.393e-01  1.943e+00  3.020e-01  2.641e-01  1.652e-01  8.780e-03
  11175  2.29361e+00  1.306e+00  9.878e-01  0.000e+00 -6.374e-01  1.943e+00  4.601e-01  2.306e-01  2.806e-01  1.652e-02
  11200  2.40553e+00  1.307e+00  1.099e+00  0.000e+00 -6.368e-01  1.944e+00  5.617e-01  2.392e-01  2.790e-01  1.895e-02
  11225  2.33377e+00  1.310e+00  1.024e+00  0.000e+00 -6.373e-01  1.947e+00  4.761e-01  2.778e-01  2.537e-01  1.658e-02
  11250  1.98553e+00  1.308e+00  6.777e-01  0.000e+00 -6.367e-01  1.945e+00  1.904e-01  2.651e-01  2.100e-01  1.219e-02
  11275  2.00441e+00  1.311e+00  6.930e-01  0.000e+00 -6.359e-01  1.947e+00  3.105e-01  2.047e-01  1.695e-01  8.439e-03
  11300  1.84627e+00  1.307e+00  5.395e-01  0.000e+00 -6.369e-01  1.944e+00  2.334e-01  1.636e-01  1.365e-01  5.952e-03
  11325  1.98945e+00  1.305e+00  6.842e-01  0.000e+00 -6.376e-01  1.943e+00  2.789e-01  2.075e-01  1.867e-01  1.118e-02
  11350  2.07125e+00  1.301e+00  7.702e-01  0.000e+00 -6.370e-01  1.938e+00  3.277e-01  1.815e-01  2.447e-01  1.631e-02
  11375  2.07644e+00  1.305e+00  7.711e-01  0.000e+00 -6.381e-01  1.943e+00  3.648e-01  1.972e-01  1.976e-01  1.148e-02
  11400  2.04473e+00  1.305e+00  7.392e-01  0.000e+00 -6.380e-01  1.943e+00  2.541e-01  2.896e-01  1.844e-01  1.112e-02
  11425  2.13381e+00  1.308e+00  8.262e-01  0.000e+00 -6.381e-01  1.946e+00  4.462e-01  2.385e-01  1.357e-01  5.770e-03
  11450  2.16545e+00  1.312e+00  8.534e-01  0.000e+00 -6.376e-01  1.950e+00  3.430e-01  2.913e-01  2.044e-01  1.461e-02
  11475  2.29261e+00  1.310e+00  9.822e-01  0.000e+00 -6.381e-01  1.948e+00  4.037e-01  3.263e-01  2.348e-01  1.742e-02
  11500  2.23151e+00  1.311e+00  9.207e-01  0.000e+00 -6.372e-01  1.948e+00  4.808e-01  2.168e-01  2.089e-01  1.423e-02
  11525  1.96610e+00  1.306e+00  6.596e-01  0.000e+00 -6.374e-01  1.944e+00  2.726e-01  2.166e-01  1.591e-01  1.128e-02
  11550  2.05179e+00  1.300e+00  7.515e-01  0.000e+00 -6.389e-01  1.939e+00  3.304e-01  2.603e-01  1.499e-01  1.088e-02
  11575  2.16789e+00  1.300e+00  8.683e-01  0.000e+00 -6.392e-01  1.939e+00  5.199e-01  2.171e-01  1.230e-01  8.345e-03
  11600  2.22529e+00  1.305e+00  9.199e-01  0.000e+00 -6.392e-01  1.945e+00  5.746e-01  2.165e-01  1.208e-01  8.075e-03
  11625  2.26575e+00  1.299e+00  9.669e-01  0.000e+00 -6.414e-01  1.940e+00  5.071e-01  3.314e-01  1.208e-01  7.650e-03
  11650  2.15665e+00  1.297e+00  8.592e-01  0.000e+00 -6.403e-01  1.938e+00  4.194e-01  2.990e-01  1.316e-01  9.136e-03
  11675  1.98324e+00  1.297e+00  6.864e-01  0.000e+00 -6.405e-01  1.937e+00  2.294e-01  3.334e-01  1.164e-01  7.275e-03
  11700  1.89893e+00  1.302e+00  5.971e-01  0.000e+00 -6.419e-01  1.944e+00  1.773e-01  2.814e-01  1.290e-01  9.472e-03
  11725  1.86375e+00  1.302e+00  5.616e-01  0.000e+00 -6.410e-01  1.943e+00  1.540e-01  2.375e-01  1.585e-01  1.153e-02
  11750  2.05151e+00  1.301e+00  7.501e-01  0.000e+00 -6.408e-01  1.942e+00  2.917e-01  2.691e-01  1.739e-01  1.530e-02
  11775  2.41237e+00  1.304e+00  1.109e+00  0.000e+00 -6.398e-01  1.944e+00  4.314e-01  3.978e-01  2.550e-01  2.446e-02
  11800  2.08013e+00  1.303e+00  7.771e-01  0.000e+00 -6.377e-01  1.941e+00  2.730e-01  2.661e-01  2.179e-01  2.015e-02
  11825  1.97018e+00  1.302e+00  6.682e-01  0.000e+00 -6.377e-01  1.940e+00  2.878e-01  1.597e-01  2.027e-01  1.800e-02
  11850  2.23819e+00  1.300e+00  9.379e-01  0.000e+00 -6.373e-01  1.938e+00  6.107e-01  1.866e-01  1.294e-01  1.127e-02
  11875  2.17488e+00  1.304e+00  8.711e-01  0.000e+00 -6.375e-01  1.941e+00  5.570e-01  2.196e-01  8.891e-02  5.513e-03
  11900  2.25573e+00  1.302e+00  9.533e-01  0.000e+00 -6.372e-01  1.940e+00  4.653e-01  3.371e-01  1.393e-01  1.151e-02
  11925  2.20220e+00  1.304e+00  8.977e-01  0.000e+00 -6.376e-01  1.942e+00  5.471e-01  2.262e-01  1.153e-01  9.074e-03
  11950  2.04134e+00  1.307e+00  7.339e-01  0.000e+00 -6.366e-01  1.944e+00  4.620e-01  1.675e-01  9.659e-02  7.845e-03
  11975  2.08994e+00  1.307e+00  7.832e-01  0.000e+00 -6.372e-01  1.944e+00  3.988e-01  2.567e-01  1.164e-01  1.131e-02
  12000  2.02954e+00  1.305e+00  7.244e-01  0.000e+00 -6.357e-01  1.941e+00  3.485e-01  2.097e-01  1.529e-01  1.335e-02
  12025  2.18927e+00  1.305e+00  8.845e-01  0.000e+00 -6.343e-01  1.939e+00  4.415e-01  2.435e-01  1.842e-01  1.531e-02
  12050  2.21495e+00  1.306e+00  9.089e-01  0.000e+00 -6.343e-01  1.940e+00  3.978e-01  2.563e-01  2.332e-01  2.161e-02
  12075  2.09792e+00  1.306e+00  7.921e-01  0.000e+00 -6.347e-01  1.941e+00  3.251e-01  1.961e-01  2.487e-01  2.217e-02
  12100  2.14480e+00  1.306e+00  8.392e-01  0.000e+00 -6.356e-01  1.941e+00  2.529e-01  2.321e-01  3.245e-01  2.983e-02
  12125  2.28468e+00  1.308e+00  9.765e-01  0.000e+00 -6.352e-01  1.943e+00  4.760e-01  2.282e-01  2.516e-01  2.075e-02
  12150  2.25147e+00  1.309e+00  9.420e-01  0.000e+00 -6.360e-01  1.945e+00  4.607e-01  2.619e-01  2.029e-01  1.652e-02
  12175  2.27915e+00  1.310e+00  9.696e-01  0.000e+00 -6.364e-01  1.946e+00  4.080e-01  3.259e-01  2.170e-01  1.884e-02
  12200  2.28300e+00  1.309e+00  9.744e-01  0.000e+00 -6.359e-01  1.944e+00  3.453e-01  3.006e-01  3.023e-01  2.619e-02
  12225  2.42302e+00  1.304e+00  1.120e+00  0.000e+00 -6.362e-01  1.940e+00  4.377e-01  4.726e-01  1.936e-01  1.555e-02
  12250  2.49555e+00  1.306e+00  1.190e+00  0.000e+00 -6.349e-01  1.941e+00  5.494e-01  3.673e-01  2.517e-01  2.121e-02
  12275  2.37025e+00  1.311e+00  1.059e+00  0.000e+00 -6.358e-01  1.947e+00  4.025e-01  4.583e-01  1.828e-01  1.549e-02
  12300  2.24862e+00  1.311e+00  9.381e-01  0.000e+00 -6.353e-01  1.946e+00  3.071e-01  4.953e-01  1.262e-01  9.440e-03
  12325  2.04277e+00  1.305e+00  7.381e-01  0.000e+00 -6.353e-01  1.940e+00  2.310e-01  3.821e-01  1.168e-01  8.209e-03
  12350  2.28384e+00  1.306e+00  9.776e-01  0.000e+00 -6.345e-01  1.941e+00  4.281e-01  3.198e-01  2.115e-01  1.819e-02
  12375  2.22910e+00  1.310e+00  9.191e-01  0.000e+00 -6.348e-01  1.945e+00  3.937e-01  3.444e-01  1.662e-01  1.488e-02
  12400  2.34285e+00  1.305e+00  1.038e+00  0.000e+00 -6.362e-01  1.941e+00  4.982e-01  3.343e-01  1.903e-01  1.544e-02
  12425  2.30659e+00  1.304e+00  1.003e+00  0.000e+00 -6.360e-01  1.940e+00  4.719e-01  2.752e-01  2.368e-01  1.880e-02
  12450  2.45928e+00  1.313e+00  1.146e+00  0.000e+00 -6.362e-01  1.949e+00  4.039e-01  4.061e-01  3.109e-01  2.528e-02
  12475  2.28885e+00  1.310e+00  9.785e-01  0.000e+00 -6.362e-01  1.947e+00  4.021e-01  3.073e-01  2.495e-01  1.966e-02
  12500  2.28365e+00  1.309e+00  9.751e-01  0.000e+00 -6.373e-01  1.946e+00  3.759e-01  3.818e-01  2.016e-01  1.586e-02
  12525  2.04719e+00  1.304e+00  7.430e-01  0.000e+00 -6.374e-01  1.942e+00  2.367e-01  2.578e-01  2.322e-01  1.626e-02
  12550  2.08508e+00  1.305e+00  7.804e-01  0.000e+00 -6.370e-01  1.942e+00  2.209e-01  3.309e-01  2.167e-01  1.192e-02
  12575  2.25319e+00  1.307e+00  9.463e-01  0.000e+00 -6.379e-01  1.945e+00  3.391e-01  3.706e-01  2.217e-01  1.492e-02
  12600  2.28675e+00  1.302e+00  9.845e-01  0.000e+00 -6.378e-01  1.940e+00  4.157e-01  3.364e-01  2.192e-01  1.325e-02
  12625  2.11950e+00  1.301e+00  8.183e-01  0.000e+00 -6.387e-01  1.940e+00  3.858e-01  1.966e-01  2.224e-01  1.350e-02
  12650  2.17117e+00  1.304e+00  8.670e-01  0.000e+00 -6.399e-01  1.944e+00  2.728e-01  3.056e-01  2.732e-01  1.538e-02
  12675  1.99862e+00  1.306e+00  6.929e-01  0.000e+00 -6.406e-01  1.946e+00  2.053e-01  2.623e-01  2.122e-01  1.314e-02
  12700  2.11083e+00  1.309e+00  8.016e-01  0.000e+00 -6.385e-01  1.948e+00  3.579e-01  2.614e-01  1.730e-01  9.326e-03
  12725  2.32003e+00  1.304e+00  1.016e+00  0.000e+00 -6.366e-01  1.941e+00  4.807e-01  2.780e-01  2.398e-01  1.759e-02
  12750  2.22204e+00  1.308e+00  9.142e-01  0.000e+00 -6.365e-01  1.944e+00  4.041e-01  2.061e-01  2.863e-01  1.767e-02
  12775  2.16194e+00  1.308e+00  8.540e-01  0.000e+00 -6.373e-01  1.945e+00  2.395e-01  3.161e-01  2.855e-01  1.283e-02
  12800  2.08832e+00  1.309e+00  7.794e-01  0.000e+00 -6.364e-01  1.945e+00  3.519e-01  2.213e-01  1.967e-01  9.480e-03
